# RaceRender Data: TrackAddict 3.6.2 on Android 7.1.1 [Sony E5823 / Qualcomm Technologies, Inc MSM8994] (Mode: 0)
# End Point: 55.987240, 13.113570  @ -1.00 deg
"Time","Lap","Predicted Lap Time","Predicted vs Best Lap","GPS_Update","GPS_Delay","Latitude","Longitude","Altitude (m)","Altitude (ft)","Speed (KM/H)","Heading","Accuracy (m)","Accel X","Accel Y","Accel Z","Brake (calculated)"
0.000,0,0,0,1,0.025,55.9880100,13.1121933,71.7,235,0.0,3.1,2.5,0.01,0.00,-0.01,1
0.030,0,0,0,0,0.025,55.9880100,13.1121933,71.7,235,0.0,3.1,2.5,0.01,0.00,-0.01,1
0.059,0,0,0,1,0.017,55.9880100,13.1121933,71.7,235,0.0,3.1,2.5,0.01,0.00,-0.01,1
0.111,0,0,0,0,0.017,55.9880100,13.1121933,71.7,235,0.0,3.1,2.5,0.01,0.01,-0.01,1
0.150,0,0,0,1,0.008,55.9880100,13.1121933,71.7,235,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.198,0,0,0,0,0.008,55.9880100,13.1121933,71.7,235,0.1,3.1,2.5,0.01,0.00,-0.01,1
0.244,0,0,0,0,0.008,55.9880100,13.1121933,71.7,235,0.1,3.1,2.5,0.01,0.00,-0.01,1
0.266,0,0,0,1,0.024,55.9880100,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.314,0,0,0,0,0.024,55.9880100,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.356,0,0,0,1,0.014,55.9880100,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.403,0,0,0,0,0.014,55.9880100,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.449,0,0,0,1,0.007,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.00,1
0.497,0,0,0,0,0.007,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.544,0,0,0,0,0.007,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.577,0,0,0,1,0.035,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.625,0,0,0,0,0.035,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
0.650,0,0,0,1,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
0.697,0,0,0,0,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
0.746,0,0,0,0,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
0.771,0,0,0,1,0.029,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
0.818,0,0,0,0,0.029,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
0.856,0,0,0,1,0.014,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
0.913,0,0,0,0,0.014,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
0.951,0,0,0,1,0.009,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
1.001,0,0,0,0,0.009,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
1.050,0,0,0,0,0.009,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
1.068,0,0,0,1,0.026,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.02,0.00,-0.01,1
1.117,0,0,0,0,0.026,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.02,0.00,-0.01,1
1.159,0,0,0,1,0.017,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.02,0.01,-0.00,1
1.206,0,0,0,0,0.017,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
1.258,0,0,0,0,0.017,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
1.269,0,0,0,1,0.027,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.02,-0.00,-0.01,1
1.321,0,0,0,0,0.027,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.02,-0.00,-0.01,1
1.352,0,0,0,1,0.010,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.02,0.01,-0.01,1
1.406,0,0,0,0,0.010,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
1.456,0,0,0,0,0.010,55.9880083,13.1121933,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
1.461,0,0,0,1,0.019,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,-0.00,0.00,0.00,1
1.511,0,0,0,0,0.019,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,-0.00,-0.00,0.00,1
1.550,0,0,0,1,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.00,-0.00,1
1.599,0,0,0,0,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.00,-0.00,1
1.648,0,0,0,0,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.00,-0.00,1
1.663,0,0,0,1,0.021,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.00,-0.00,1
1.711,0,0,0,0,0.021,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
1.750,0,0,0,1,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.00,-0.00,1
1.808,0,0,0,0,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
1.855,0,0,0,0,0.008,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
1.865,0,0,0,1,0.023,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
1.911,0,0,0,0,0.023,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
1.951,0,0,0,1,0.009,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.00,-0.00,1
1.998,0,0,0,0,0.009,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
2.045,0,0,0,0,0.009,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
2.056,0,0,0,1,0.013,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,-0.00,0.01,-0.01,1
2.102,0,0,0,0,0.013,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
2.153,0,0,0,0,0.013,55.9880083,13.1121933,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
2.189,0,0,0,1,0.047,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
2.237,0,0,0,0,0.047,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
2.249,0,0,0,1,0.007,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
2.299,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
2.349,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
2.360,0,0,0,1,0.018,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,-0.01,0.01,-0.00,1
2.412,0,0,0,0,0.018,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,-0.00,0.01,-0.00,1
2.449,0,0,0,1,0.007,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.00,1
2.497,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
2.545,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
2.563,0,0,0,1,0.021,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.00,1
2.612,0,0,0,0,0.021,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.00,1
2.650,0,0,0,1,0.007,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
2.700,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
2.748,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.00,0.01,-0.00,1
2.766,0,0,0,1,0.024,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.00,1
2.816,0,0,0,0,0.024,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
2.867,0,0,0,0,0.024,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
2.868,0,0,0,1,0.026,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
2.917,0,0,0,0,0.026,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
2.954,0,0,0,1,0.011,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.004,0,0,0,0,0.011,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
3.049,0,0,0,1,0.007,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
3.098,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
3.146,0,0,0,0,0.007,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.165,0,0,0,1,0.023,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.00,0.01,-0.01,1
3.216,0,0,0,0,0.023,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.250,0,0,0,1,0.008,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.00,0.01,-0.01,1
3.299,0,0,0,0,0.008,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.346,0,0,0,0,0.008,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.00,1
3.364,0,0,0,1,0.022,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
3.417,0,0,0,0,0.022,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
3.454,0,0,0,1,0.012,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.503,0,0,0,0,0.012,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
3.549,0,0,0,0,0.012,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.597,0,0,0,0,0.012,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.648,0,0,0,0,0.012,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
3.659,0,0,0,1,0.117,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.02,0.00,-0.01,1
3.711,0,0,0,0,0.117,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.02,0.00,-0.01,1
3.758,0,0,0,0,0.117,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.02,0.00,-0.01,1
3.784,0,0,0,1,0.142,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
3.830,0,0,0,0,0.142,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
3.878,0,0,0,0,0.142,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
3.928,0,0,0,0,0.142,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
3.980,0,0,0,0,0.142,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
3.988,0,0,0,1,0.246,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.02,0.01,-0.02,1
4.034,0,0,0,0,0.246,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.02,1
4.056,0,0,0,1,0.214,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
4.088,0,0,0,1,0.146,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
4.139,0,0,0,0,0.146,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.178,0,0,0,1,0.136,55.9880083,13.1121917,71.8,236,0.1,3.1,2.5,0.01,0.01,-0.01,1
4.190,0,0,0,1,0.048,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.240,0,0,0,0,0.048,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.278,0,0,0,1,0.036,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
4.332,0,0,0,0,0.036,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
4.366,0,0,0,1,0.024,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.414,0,0,0,0,0.024,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.458,0,0,0,1,0.016,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.507,0,0,0,0,0.016,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
4.551,0,0,0,1,0.009,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.610,0,0,0,0,0.009,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.658,0,0,0,0,0.009,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
4.661,0,0,0,1,0.019,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
4.707,0,0,0,0,0.019,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
4.754,0,0,0,1,0.012,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.802,0,0,0,0,0.012,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
4.849,0,0,0,0,0.012,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
4.867,0,0,0,1,0.025,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.921,0,0,0,0,0.025,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
4.958,0,0,0,1,0.016,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
5.009,0,0,0,0,0.016,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
5.048,0,0,0,1,0.006,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.02,0.00,-0.01,1
5.097,0,0,0,0,0.006,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
5.152,0,0,0,0,0.006,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
5.165,0,0,0,1,0.023,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.00,1
5.212,0,0,0,0,0.023,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
5.254,0,0,0,1,0.012,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
5.301,0,0,0,0,0.012,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
5.348,0,0,0,1,0.006,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.01,-0.01,1
5.395,0,0,0,0,0.006,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
5.443,0,0,0,0,0.006,55.9880083,13.1121917,71.8,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
5.455,0,0,0,1,0.013,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,-0.00,-0.00,0.01,1
5.502,0,0,0,0,0.013,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.00,0.00,1
5.547,0,0,0,1,0.005,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.01,-0.00,1
5.594,0,0,0,0,0.005,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,-0.00,0.01,-0.00,1
5.646,0,0,0,0,0.005,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
5.672,0,0,0,1,0.030,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,-0.00,0.01,-0.00,1
5.720,0,0,0,0,0.030,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,-0.00,0.00,-0.00,1
5.769,0,0,0,0,0.030,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
5.785,0,0,0,1,0.043,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,-0.00,0.01,-0.00,1
5.831,0,0,0,0,0.043,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.01,-0.01,1
5.851,0,0,0,1,0.009,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.00,-0.01,1
5.900,0,0,0,0,0.009,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.00,-0.00,1
5.948,0,0,0,0,0.009,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
5.961,0,0,0,1,0.019,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.02,0.00,-0.01,1
6.009,0,0,0,0,0.019,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.02,0.00,-0.01,1
6.054,0,0,0,1,0.012,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.02,0.01,-0.01,1
6.101,0,0,0,0,0.012,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.02,0.01,-0.01,1
6.150,0,0,0,0,0.012,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.02,0.01,-0.01,1
6.167,0,0,0,1,0.024,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
6.217,0,0,0,0,0.024,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
6.254,0,0,0,1,0.012,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
6.300,0,0,0,0,0.012,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.01,0.00,-0.01,1
6.348,0,0,0,1,0.006,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.01,-0.00,1
6.394,0,0,0,0,0.006,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.00,0.01,-0.00,1
6.442,0,0,0,0,0.006,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.01,0.00,-0.00,1
6.461,0,0,0,1,0.019,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.02,0.00,-0.01,1
6.512,0,0,0,0,0.019,55.9880083,13.1121917,71.9,236,0.0,3.1,2.5,0.02,0.00,-0.01,1
6.550,0,0,0,1,0.008,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
6.598,0,0,0,0,0.008,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
6.647,0,0,0,1,0.005,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
6.698,0,0,0,0,0.005,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
6.752,0,0,0,0,0.005,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.01,0.00,-0.01,1
6.759,0,0,0,1,0.017,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.02,0.00,-0.01,1
6.806,0,0,0,0,0.017,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.02,0.01,-0.01,1
6.848,0,0,0,1,0.006,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.02,0.01,-0.01,1
6.895,0,0,0,0,0.006,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.02,0.01,-0.01,1
6.947,0,0,0,0,0.006,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.04,0.02,-0.01,1
6.961,0,0,0,1,0.019,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.05,0.02,-0.02,1
7.012,0,0,0,0,0.019,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.06,0.02,-0.02,1
7.055,0,0,0,1,0.013,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.06,0.02,-0.01,1
7.103,0,0,0,0,0.013,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.06,0.03,-0.02,1
7.160,0,0,0,0,0.013,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.07,0.03,-0.01,1
7.165,0,0,0,1,0.023,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.07,0.03,-0.02,1
7.214,0,0,0,0,0.023,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.07,0.03,-0.01,1
7.260,0,0,0,0,0.023,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.08,0.03,-0.01,1
7.277,0,0,0,1,0.035,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.08,0.03,-0.02,1
7.324,0,0,0,0,0.035,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.08,0.03,-0.02,1
7.362,0,0,0,1,0.020,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.06,0.03,-0.01,1
7.410,0,0,0,0,0.020,55.9880083,13.1121917,71.9,236,0.1,3.1,2.5,0.06,0.03,-0.01,1
7.455,0,0,0,1,0.013,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.06,0.02,-0.01,1
7.506,0,0,0,0,0.013,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.05,0.02,-0.01,1
7.547,0,0,0,1,0.005,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.05,0.02,-0.01,1
7.596,0,0,0,0,0.005,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.05,0.03,-0.01,1
7.645,0,0,0,0,0.005,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.05,0.02,-0.01,1
7.657,0,0,0,1,0.015,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.05,0.02,-0.01,1
7.704,0,0,0,0,0.015,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.04,0.02,-0.01,1
7.750,0,0,0,0,0.015,55.9880083,13.1121917,71.9,236,0.2,3.1,2.5,0.04,0.02,-0.01,1
7.751,0,0,0,1,0.009,55.9880083,13.1121917,71.9,236,0.3,3.1,2.5,0.04,0.02,-0.01,1
7.808,0,0,0,0,0.009,55.9880083,13.1121917,71.9,236,0.3,3.1,2.5,0.03,0.01,-0.01,1
7.856,0,0,0,0,0.009,55.9880083,13.1121917,71.9,236,0.3,3.1,2.5,0.03,0.01,-0.01,1
7.860,0,0,0,1,0.018,55.9880083,13.1121917,71.9,236,0.3,3.1,2.5,0.02,0.01,-0.01,1
7.915,0,0,0,0,0.018,55.9880083,13.1121917,71.9,236,0.3,3.1,2.5,0.02,0.01,-0.01,1
7.953,0,0,0,1,0.011,55.9880083,13.1121917,71.9,236,1.3,3.1,2.5,0.02,0.01,-0.01,1
8.002,0,0,0,0,0.011,55.9880083,13.1121917,71.9,236,1.3,3.1,2.5,0.02,0.01,-0.01,1
8.056,0,0,0,0,0.011,55.9880083,13.1121917,71.9,236,1.3,3.1,2.5,0.02,0.01,-0.01,1
8.075,0,0,0,1,0.033,55.9880100,13.1121933,71.8,236,1.6,3.1,2.5,0.02,0.01,-0.01,0
8.122,0,0,0,0,0.033,55.9880100,13.1121933,71.8,236,1.6,3.1,2.5,0.02,0.01,-0.01,0
8.155,0,0,0,1,0.013,55.9880100,13.1121933,71.8,236,1.3,3.1,2.5,0.02,0.01,-0.01,1
8.205,0,0,0,0,0.013,55.9880100,13.1121933,71.8,236,1.3,3.1,2.5,0.02,0.01,-0.01,1
8.252,0,0,0,0,0.013,55.9880100,13.1121933,71.8,236,1.3,3.1,2.5,0.02,0.01,-0.01,1
8.262,0,0,0,1,0.020,55.9880100,13.1121933,71.8,236,2.0,3.1,2.5,0.02,0.01,-0.01,0
8.309,0,0,0,0,0.020,55.9880100,13.1121933,71.8,236,2.0,3.1,2.5,0.02,0.01,-0.01,0
8.356,0,0,0,0,0.020,55.9880100,13.1121933,71.8,236,2.0,3.1,2.5,0.02,0.01,-0.01,0
8.380,0,0,0,1,0.038,55.9880100,13.1121950,71.8,236,1.5,3.1,2.5,0.02,0.01,-0.01,1
8.426,0,0,0,0,0.038,55.9880100,13.1121950,71.8,236,1.5,3.1,2.5,0.02,0.01,-0.01,1
8.474,0,0,0,0,0.038,55.9880100,13.1121950,71.8,236,1.5,3.1,2.5,0.02,0.01,-0.01,1
8.483,0,0,0,1,0.041,55.9880100,13.1121950,71.8,236,2.4,3.1,2.5,0.02,0.01,-0.00,0
8.531,0,0,0,0,0.041,55.9880100,13.1121950,71.8,236,2.4,3.1,2.5,0.02,0.01,-0.00,0
8.577,0,0,0,0,0.041,55.9880100,13.1121950,71.8,236,2.4,3.1,2.5,0.02,0.01,-0.01,0
8.624,0,0,0,0,0.041,55.9880100,13.1121950,71.8,236,2.4,3.1,2.5,0.02,0.01,-0.00,0
8.671,0,0,0,1,0.129,55.9880100,13.1121950,71.8,236,1.8,3.1,2.5,0.02,0.01,-0.01,0
8.720,0,0,0,0,0.129,55.9880100,13.1121950,71.8,236,1.8,3.1,2.5,0.02,0.00,-0.01,0
8.772,0,0,0,0,0.129,55.9880100,13.1121950,71.8,236,1.8,3.1,2.5,0.02,0.00,-0.01,0
8.821,0,0,0,0,0.129,55.9880100,13.1121950,71.8,236,1.8,3.1,2.5,0.02,0.00,-0.01,0
8.867,0,0,0,0,0.129,55.9880100,13.1121950,71.8,236,1.8,3.1,2.5,0.02,0.00,-0.01,0
8.873,0,0,0,1,0.231,55.9880117,13.1121967,71.8,236,2.3,44.6,2.5,0.02,0.00,-0.00,0
8.921,0,0,0,0,0.231,55.9880117,13.1121967,71.8,236,2.3,44.6,2.5,0.02,0.00,-0.01,0
8.969,0,0,0,0,0.231,55.9880117,13.1121967,71.8,236,2.3,44.6,2.5,0.02,0.00,-0.00,0
9.008,0,0,0,1,0.266,55.9880117,13.1121967,71.8,236,2.4,44.0,2.5,0.01,0.00,-0.00,0
9.058,0,0,0,0,0.266,55.9880117,13.1121967,71.8,236,2.4,44.0,2.5,0.02,0.00,-0.01,0
