# RaceRender Data: TrackAddict 3.6.2 on Android 7.1.1 [Sony E5823 / Qualcomm Technologies, Inc MSM8994] (Mode: 0)
# End Point: 55.987240, 13.113570  @ -1.00 deg
"Time","Lap","Predicted Lap Time","Predicted vs Best Lap","GPS_Update","GPS_Delay","Latitude","Longitude","Altitude (m)","Altitude (ft)","Speed (KM/H)","Heading","Accuracy (m)","Accel X","Accel Y","Accel Z","Brake (calculated)"
945.548,8,80.171,1.293,0,0.259,55.9878033,13.1120067,69.6,228,163.0,303.5,2.6,-0.17,-0.24,0.06,0
945.589,8,80.171,1.293,1,0.249,55.9878267,13.1119483,69.6,228,162.2,303.2,2.6,-0.13,-0.22,0.04,0
945.636,8,80.171,1.293,0,0.249,55.9878267,13.1119483,69.6,228,162.2,303.2,2.6,-0.04,-0.19,0.01,0
945.684,8,80.171,1.293,1,0.244,55.9878500,13.1118883,69.6,228,163.3,303.4,2.6,-0.01,-0.18,0.02,0
945.733,8,80.171,1.293,0,0.244,55.9878500,13.1118883,69.6,228,163.3,303.4,2.6,0.08,-0.15,-0.01,0
945.782,8,80.171,1.293,0,0.244,55.9878500,13.1118883,69.6,228,163.3,303.4,2.6,0.08,-0.17,0.01,0
945.792,8,80.171,1.293,1,0.252,55.9878717,13.1118283,69.4,228,162.1,302.9,2.6,0.05,-0.20,0.08,0
945.838,8,80.171,1.293,0,0.252,55.9878717,13.1118283,69.4,228,162.1,302.9,2.6,0.14,-0.15,0.01,0
945.884,8,80.171,1.293,1,0.244,55.9878950,13.1117700,69.3,227,162.9,303.7,2.6,0.33,-0.09,-0.06,1
945.932,8,80.171,1.293,0,0.244,55.9878950,13.1117700,69.3,227,162.9,303.7,2.6,0.51,-0.04,-0.06,1
945.979,8,80.171,1.293,0,0.244,55.9878950,13.1117700,69.3,227,162.9,303.7,2.6,0.66,-0.01,-0.00,1
945.998,8,80.171,1.293,1,0.258,55.9879167,13.1117100,69.3,227,161.4,304.1,2.6,0.77,-0.02,0.06,1
946.046,8,80.171,1.293,0,0.258,55.9879167,13.1117100,69.3,227,161.4,304.1,2.6,0.81,-0.02,0.06,1
946.087,8,80.171,1.293,1,0.247,55.9879400,13.1116500,69.4,228,159.5,304.3,2.6,0.82,0.02,-0.05,1
946.137,8,80.171,1.293,0,0.247,55.9879400,13.1116500,69.4,228,159.5,304.3,2.6,0.83,0.01,-0.06,1
946.178,8,80.171,1.293,1,0.238,55.9879600,13.1115917,69.5,228,157.2,304.5,2.6,0.86,0.04,-0.11,1
946.226,8,80.171,1.293,0,0.238,55.9879600,13.1115917,69.5,228,157.2,304.5,2.6,0.90,0.03,-0.10,1
946.274,8,80.171,1.293,0,0.238,55.9879600,13.1115917,69.5,228,157.2,304.5,2.6,0.92,0.02,-0.05,1
946.292,8,80.171,1.293,1,0.252,55.9879817,13.1115350,69.4,228,155.5,304.0,2.6,0.96,0.06,-0.08,1
946.341,8,80.171,1.293,0,0.252,55.9879817,13.1115350,69.4,228,155.5,304.0,2.6,0.97,0.04,-0.08,1
946.380,8,80.171,1.293,1,0.240,55.9880033,13.1114783,69.4,228,152.2,304.1,2.6,0.95,0.02,-0.07,1
946.429,8,80.171,1.293,0,0.240,55.9880033,13.1114783,69.4,228,152.2,304.1,2.6,0.95,0.03,-0.08,1
946.478,8,80.171,1.293,0,0.240,55.9880033,13.1114783,69.4,228,152.2,304.1,2.6,0.94,0.04,-0.10,1
946.495,8,80.171,1.293,1,0.255,55.9880233,13.1114233,69.5,228,148.6,304.5,2.7,0.94,0.08,-0.11,1
946.541,8,80.171,1.293,0,0.255,55.9880233,13.1114233,69.5,228,148.6,304.5,2.7,0.94,0.08,-0.11,1
946.587,8,80.171,1.293,1,0.247,55.9880433,13.1113700,69.4,228,144.5,304.6,2.7,0.92,0.06,-0.12,1
946.636,8,80.171,1.293,0,0.247,55.9880433,13.1113700,69.4,228,144.5,304.6,2.7,0.94,0.07,-0.12,1
946.686,8,80.171,1.293,0,0.247,55.9880433,13.1113700,69.4,228,144.5,304.6,2.7,0.94,0.08,-0.14,1
946.696,8,80.171,1.293,1,0.256,55.9880633,13.1113183,69.5,228,142.1,304.8,2.6,0.92,0.09,-0.08,1
946.749,8,80.171,1.293,0,0.256,55.9880633,13.1113183,69.5,228,142.1,304.8,2.6,0.94,0.10,-0.06,1
946.797,8,80.171,1.293,0,0.256,55.9880633,13.1113183,69.5,228,142.1,304.8,2.6,0.95,0.10,-0.07,1
946.802,8,80.171,1.293,1,0.262,55.9880817,13.1112667,69.5,228,139.4,304.9,2.6,0.94,0.12,-0.07,1
946.850,8,80.171,1.293,0,0.262,55.9880817,13.1112667,69.5,228,139.4,304.9,2.6,0.93,0.12,-0.05,1
946.890,8,80.171,1.293,1,0.250,55.9881017,13.1112167,69.5,228,134.9,304.6,2.6,0.93,0.10,-0.03,1
946.940,8,80.171,1.293,0,0.250,55.9881017,13.1112167,69.5,228,134.9,304.6,2.6,0.93,0.11,-0.02,1
946.983,8,79.182,0.305,1,0.243,55.9881183,13.1111683,69.5,228,130.2,304.3,2.6,0.94,0.12,-0.01,1
947.030,8,79.182,0.305,0,0.243,55.9881183,13.1111683,69.5,228,130.2,304.3,2.6,0.92,0.15,-0.04,1
947.077,8,79.182,0.305,0,0.243,55.9881183,13.1111683,69.5,228,130.2,304.3,2.6,0.94,0.16,-0.05,1
947.100,8,79.182,0.305,1,0.260,55.9881367,13.1111217,69.6,228,127.0,304.2,2.5,0.93,0.14,-0.02,1
947.148,8,79.182,0.305,0,0.260,55.9881367,13.1111217,69.6,228,127.0,304.2,2.5,0.92,0.15,-0.03,1
947.189,8,79.182,0.305,1,0.249,55.9881533,13.1110750,69.6,228,122.4,304.0,2.5,0.93,0.18,-0.03,1
947.238,8,79.182,0.305,0,0.249,55.9881533,13.1110750,69.6,228,122.4,304.0,2.5,0.92,0.18,-0.04,1
947.284,8,79.182,0.305,0,0.249,55.9881533,13.1110750,69.6,228,122.4,304.0,2.5,0.91,0.17,-0.04,1
947.299,8,79.182,0.305,1,0.259,55.9881683,13.1110317,69.7,229,119.0,304.0,2.5,0.87,0.17,-0.04,1
947.345,8,79.182,0.305,0,0.259,55.9881683,13.1110317,69.7,229,119.0,304.0,2.5,0.84,0.16,-0.05,1
947.394,8,79.182,0.305,0,0.259,55.9881683,13.1110317,69.7,229,119.0,304.0,2.5,0.81,0.13,-0.07,1
947.432,8,79.182,0.305,1,0.292,55.9881850,13.1109883,69.7,229,115.8,303.8,2.5,0.79,0.11,-0.08,1
947.481,8,79.182,0.305,0,0.292,55.9881850,13.1109883,69.7,229,115.8,303.8,2.5,0.76,0.10,-0.09,1
947.492,8,79.182,0.305,1,0.252,55.9882000,13.1109450,69.7,229,113.2,303.8,2.5,0.78,0.05,-0.05,1
947.540,8,79.182,0.305,0,0.252,55.9882000,13.1109450,69.7,229,113.2,303.8,2.5,0.76,0.06,-0.06,1
947.586,8,79.182,0.305,1,0.246,55.9882150,13.1109050,69.7,229,110.2,304.3,2.6,0.77,0.03,-0.05,1
947.637,8,79.182,0.305,0,0.246,55.9882150,13.1109050,69.7,229,110.2,304.3,2.6,0.78,0.01,-0.03,1
947.681,8,79.182,0.305,1,0.241,55.9882300,13.1108650,69.7,229,107.8,304.0,2.6,0.82,0.02,-0.06,1
947.728,8,79.182,0.305,0,0.241,55.9882300,13.1108650,69.7,229,107.8,304.0,2.6,0.84,0.02,-0.08,1
947.778,8,79.182,0.305,0,0.241,55.9882300,13.1108650,69.7,229,107.8,304.0,2.6,0.84,0.03,-0.07,1
947.784,8,79.182,0.305,1,0.244,55.9882433,13.1108267,69.8,229,105.2,304.0,2.6,0.79,0.01,0.00,1
947.834,8,79.182,0.305,0,0.244,55.9882433,13.1108267,69.8,229,105.2,304.0,2.6,0.82,0.01,-0.05,1
947.878,8,79.182,0.305,1,0.238,55.9882583,13.1107883,69.8,229,102.1,303.9,2.6,0.83,-0.01,-0.08,1
947.925,8,79.182,0.305,0,0.238,55.9882583,13.1107883,69.8,229,102.1,303.9,2.6,0.82,-0.05,-0.07,1
947.980,8,79.182,0.305,0,0.238,55.9882583,13.1107883,69.8,229,102.1,303.9,2.6,0.82,-0.08,-0.05,1
948.001,8,79.182,0.305,1,0.261,55.9882717,13.1107517,69.8,229,98.8,304.4,2.6,0.79,-0.14,-0.03,1
948.051,8,79.182,0.305,0,0.261,55.9882717,13.1107517,69.8,229,98.8,304.4,2.6,0.76,-0.15,-0.06,1
948.089,8,79.182,0.305,1,0.249,55.9882850,13.1107167,69.9,229,96.5,304.8,2.6,0.71,-0.15,-0.06,1
948.137,8,79.182,0.305,0,0.249,55.9882850,13.1107167,69.9,229,96.5,304.8,2.6,0.69,-0.17,-0.06,1
948.182,8,79.182,0.305,1,0.242,55.9882983,13.1106833,70.0,230,94.0,304.4,2.6,0.66,-0.17,-0.05,1
948.232,8,79.182,0.305,0,0.242,55.9882983,13.1106833,70.0,230,94.0,304.4,2.6,0.64,-0.17,-0.05,1
948.280,8,79.182,0.305,0,0.242,55.9882983,13.1106833,70.0,230,94.0,304.4,2.6,0.63,-0.19,-0.06,1
948.297,8,79.182,0.305,1,0.257,55.9883117,13.1106483,70.0,230,92.2,306.3,2.6,0.61,-0.19,-0.08,1
948.344,8,79.182,0.305,0,0.257,55.9883117,13.1106483,70.0,230,92.2,306.3,2.6,0.61,-0.22,-0.07,1
948.390,8,79.182,0.305,1,0.250,55.9883250,13.1106167,70.0,230,90.5,305.1,2.6,0.59,-0.23,-0.07,1
948.438,8,79.182,0.305,0,0.250,55.9883250,13.1106167,70.0,230,90.5,305.1,2.6,0.59,-0.25,-0.06,1
948.493,8,79.182,0.305,0,0.250,55.9883250,13.1106167,70.0,230,90.5,305.1,2.6,0.57,-0.25,-0.05,1
948.493,8,79.182,0.305,1,0.253,55.9883367,13.1105833,70.0,230,88.3,306.1,2.6,0.53,-0.24,-0.04,1
948.543,8,79.182,0.305,0,0.253,55.9883367,13.1105833,70.0,230,88.3,306.1,2.6,0.51,-0.25,-0.05,1
948.591,8,79.182,0.305,0,0.253,55.9883367,13.1105833,70.0,230,88.3,306.1,2.6,0.50,-0.28,-0.06,1
948.596,8,79.182,0.305,1,0.256,55.9883500,13.1105533,70.0,230,86.3,306.8,2.6,0.44,-0.26,-0.08,1
948.645,8,79.182,0.305,0,0.256,55.9883500,13.1105533,70.0,230,86.3,306.8,2.6,0.44,-0.27,-0.10,1
948.680,8,79.182,0.305,1,0.240,55.9883633,13.1105217,70.0,230,85.6,307.7,2.6,0.45,-0.32,-0.07,1
948.726,8,79.182,0.305,0,0.240,55.9883633,13.1105217,70.0,230,85.6,307.7,2.6,0.47,-0.34,-0.08,1
948.774,8,79.182,0.305,0,0.240,55.9883633,13.1105217,70.0,230,85.6,307.7,2.6,0.47,-0.35,-0.08,1
948.795,8,79.182,0.305,1,0.255,55.9883750,13.1104900,70.0,230,84.0,307.9,2.6,0.56,-0.36,-0.10,1
948.843,8,79.182,0.305,0,0.255,55.9883750,13.1104900,70.0,230,84.0,307.9,2.6,0.55,-0.37,-0.10,1
948.890,8,79.182,0.305,0,0.255,55.9883750,13.1104900,70.0,230,84.0,307.9,2.6,0.54,-0.39,-0.08,1
948.895,8,79.182,0.305,1,0.255,55.9883867,13.1104600,70.0,230,82.7,308.5,2.6,0.58,-0.38,-0.12,1
948.945,8,79.182,0.305,0,0.255,55.9883867,13.1104600,70.0,230,82.7,308.5,2.6,0.56,-0.39,-0.13,1
948.991,8,79.182,0.305,0,0.255,55.9883867,13.1104600,70.0,230,82.7,308.5,2.6,0.57,-0.43,-0.11,1
948.997,8,79.182,0.305,1,0.257,55.9883983,13.1104300,70.0,230,81.0,309.4,2.6,0.53,-0.45,-0.09,1
949.047,8,79.182,0.305,0,0.257,55.9883983,13.1104300,70.0,230,81.0,309.4,2.6,0.52,-0.44,-0.12,1
949.087,8,79.182,0.305,1,0.247,55.9884117,13.1104033,70.1,230,79.4,310.6,2.6,0.48,-0.46,-0.12,1
949.137,8,79.182,0.305,0,0.247,55.9884117,13.1104033,70.1,230,79.4,310.6,2.6,0.45,-0.47,-0.12,1
949.187,8,79.182,0.305,0,0.247,55.9884117,13.1104033,70.1,230,79.4,310.6,2.6,0.41,-0.50,-0.13,1
949.238,8,79.182,0.305,0,0.247,55.9884117,13.1104033,70.1,230,79.4,310.6,2.6,0.36,-0.51,-0.13,1
949.290,8,79.182,0.305,1,0.350,55.9884250,13.1103767,70.1,230,77.7,312.0,2.6,0.33,-0.53,-0.12,1
949.337,8,79.182,0.305,0,0.350,55.9884250,13.1103767,70.1,230,77.7,312.0,2.6,0.32,-0.54,-0.11,1
949.389,8,79.182,0.305,0,0.350,55.9884250,13.1103767,70.1,230,77.7,312.0,2.6,0.30,-0.56,-0.09,1
949.426,8,79.182,0.305,1,0.386,55.9884367,13.1103500,70.1,230,76.8,313.2,2.6,0.29,-0.56,-0.09,1
949.474,8,79.182,0.305,0,0.386,55.9884367,13.1103500,70.1,230,76.8,313.2,2.6,0.28,-0.57,-0.08,1
949.520,8,79.182,0.305,0,0.386,55.9884367,13.1103500,70.1,230,76.8,313.2,2.6,0.27,-0.57,-0.06,1
949.560,8,79.182,0.305,1,0.420,55.9884500,13.1103250,70.1,230,76.7,314.3,2.6,0.26,-0.58,-0.05,1
949.608,8,79.182,0.305,0,0.420,55.9884500,13.1103250,70.1,230,76.7,314.3,2.6,0.26,-0.58,-0.04,1
949.650,8,79.182,0.305,1,0.410,55.9884633,13.1103000,70.1,230,76.1,315.4,2.6,0.25,-0.57,-0.05,1
949.654,8,79.182,0.305,1,0.314,55.9884767,13.1102783,70.1,230,75.6,316.7,2.7,0.24,-0.56,-0.04,1
949.690,8,79.182,0.305,1,0.250,55.9884900,13.1102550,70.2,230,75.3,318.3,2.7,0.26,-0.60,-0.01,1
949.736,8,79.182,0.305,0,0.250,55.9884900,13.1102550,70.2,230,75.3,318.3,2.7,0.25,-0.59,-0.03,1
949.786,8,79.182,0.305,0,0.250,55.9884900,13.1102550,70.2,230,75.3,318.3,2.7,0.25,-0.59,-0.05,1
949.789,8,79.182,0.305,1,0.249,55.9885050,13.1102333,70.3,231,74.7,319.0,2.7,0.25,-0.59,-0.06,1
949.837,8,79.182,0.305,0,0.249,55.9885050,13.1102333,70.3,231,74.7,319.0,2.7,0.25,-0.59,-0.07,1
949.888,8,79.182,0.305,0,0.249,55.9885050,13.1102333,70.3,231,74.7,319.0,2.7,0.28,-0.65,-0.03,1
949.896,8,79.182,0.305,1,0.256,55.9885183,13.1102117,70.2,230,74.2,320.1,2.7,0.33,-0.70,-0.02,1
949.943,8,79.182,0.305,0,0.256,55.9885183,13.1102117,70.2,230,74.2,320.1,2.7,0.31,-0.68,-0.07,1
949.983,8,78.952,0.075,1,0.243,55.9885333,13.1101917,70.3,231,73.4,321.9,2.7,0.32,-0.69,-0.08,1
950.031,8,78.952,0.075,0,0.243,55.9885333,13.1101917,70.3,231,73.4,321.9,2.7,0.31,-0.70,-0.09,1
950.078,8,78.952,0.075,0,0.243,55.9885333,13.1101917,70.3,231,73.4,321.9,2.7,0.30,-0.70,-0.09,1
950.095,8,78.952,0.075,1,0.255,55.9885483,13.1101717,70.4,231,73.2,323.2,2.7,0.32,-0.70,-0.12,1
950.145,8,78.952,0.075,0,0.255,55.9885483,13.1101717,70.4,231,73.2,323.2,2.7,0.31,-0.71,-0.10,1
950.194,8,78.952,0.075,0,0.255,55.9885483,13.1101717,70.4,231,73.2,323.2,2.7,0.30,-0.70,-0.11,1
950.201,8,78.952,0.075,1,0.261,55.9885633,13.1101533,70.4,231,72.2,325.2,2.5,0.31,-0.71,-0.11,1
950.252,8,78.952,0.075,0,0.261,55.9885633,13.1101533,70.4,231,72.2,325.2,2.5,0.32,-0.72,-0.08,1
950.297,8,78.952,0.075,1,0.257,55.9885783,13.1101367,70.5,231,71.9,327.1,2.5,0.31,-0.69,-0.08,1
950.355,8,78.952,0.075,0,0.257,55.9885783,13.1101367,70.5,231,71.9,327.1,2.5,0.30,-0.67,-0.06,1
950.387,8,78.952,0.075,1,0.247,55.9885950,13.1101200,70.7,232,71.2,328.3,2.5,0.29,-0.64,-0.07,1
950.434,8,78.952,0.075,0,0.247,55.9885950,13.1101200,70.7,232,71.2,328.3,2.5,0.27,-0.64,-0.08,1
950.478,8,78.952,0.075,1,0.238,55.9886117,13.1101050,70.7,232,70.8,329.8,2.6,0.27,-0.65,-0.07,1
950.528,8,78.952,0.075,0,0.238,55.9886117,13.1101050,70.7,232,70.8,329.8,2.6,0.27,-0.69,-0.05,1
950.575,8,78.952,0.075,0,0.238,55.9886117,13.1101050,70.7,232,70.8,329.8,2.6,0.27,-0.71,-0.06,1
950.612,8,78.952,0.075,1,0.272,55.9886283,13.1100917,70.8,232,70.1,331.4,2.6,0.27,-0.75,-0.08,1
950.663,8,78.952,0.075,0,0.272,55.9886283,13.1100917,70.8,232,70.1,331.4,2.6,0.28,-0.77,-0.11,1
950.677,8,78.952,0.075,1,0.237,55.9886450,13.1100767,70.8,232,70.0,333.0,2.6,0.27,-0.79,-0.12,1
950.728,8,78.952,0.075,0,0.237,55.9886450,13.1100767,70.8,232,70.0,333.0,2.6,0.29,-0.83,-0.11,1
950.777,8,78.952,0.075,0,0.237,55.9886450,13.1100767,70.8,232,70.0,333.0,2.6,0.30,-0.85,-0.13,1
950.792,8,78.952,0.075,1,0.252,55.9886617,13.1100650,70.9,233,69.4,335.6,2.6,0.29,-0.85,-0.15,1
950.840,8,78.952,0.075,0,0.252,55.9886617,13.1100650,70.9,233,69.4,335.6,2.6,0.31,-0.88,-0.17,1
950.881,8,78.952,0.075,1,0.241,55.9886783,13.1100533,70.9,233,69.4,337.8,2.6,0.32,-0.91,-0.17,1
950.927,8,78.952,0.075,0,0.241,55.9886783,13.1100533,70.9,233,69.4,337.8,2.6,0.34,-0.95,-0.16,1
950.979,8,78.952,0.075,0,0.241,55.9886783,13.1100533,70.9,233,69.4,337.8,2.6,0.35,-0.96,-0.17,1
951.002,8,78.952,0.075,1,0.262,55.9886950,13.1100433,70.9,233,69.3,340.0,2.6,0.36,-0.99,-0.17,1
951.050,8,78.952,0.075,0,0.262,55.9886950,13.1100433,70.9,233,69.3,340.0,2.6,0.37,-0.99,-0.19,1
951.084,8,78.952,0.075,1,0.244,55.9887117,13.1100350,71.0,233,68.4,343.5,2.6,0.37,-0.99,-0.20,1
951.133,8,78.952,0.075,0,0.244,55.9887117,13.1100350,71.0,233,68.4,343.5,2.6,0.38,-1.01,-0.19,1
951.182,8,78.952,0.075,0,0.244,55.9887117,13.1100350,71.0,233,68.4,343.5,2.6,0.38,-1.01,-0.21,1
951.202,8,78.952,0.075,1,0.262,55.9887283,13.1100283,71.0,233,67.8,346.2,2.6,0.40,-1.04,-0.20,1
951.252,8,78.952,0.075,0,0.262,55.9887283,13.1100283,71.0,233,67.8,346.2,2.6,0.40,-1.05,-0.20,1
951.296,8,78.952,0.075,1,0.256,55.9887433,13.1100233,71.0,233,67.4,349.0,2.6,0.39,-1.04,-0.20,1
951.345,8,78.952,0.075,0,0.256,55.9887433,13.1100233,71.0,233,67.4,349.0,2.6,0.40,-1.06,-0.19,1
951.386,8,78.952,0.075,1,0.246,55.9887600,13.1100200,71.1,233,67.0,352.1,2.6,0.38,-1.04,-0.20,1
951.432,8,78.952,0.075,0,0.246,55.9887600,13.1100200,71.1,233,67.0,352.1,2.6,0.40,-1.04,-0.20,1
951.480,8,78.952,0.075,0,0.246,55.9887600,13.1100200,71.1,233,67.0,352.1,2.6,0.39,-1.04,-0.21,1
951.498,8,78.952,0.075,1,0.258,55.9887767,13.1100167,71.2,234,66.5,354.7,2.6,0.40,-1.05,-0.19,1
951.549,8,78.952,0.075,0,0.258,55.9887767,13.1100167,71.2,234,66.5,354.7,2.6,0.40,-1.06,-0.16,1
951.596,8,78.952,0.075,0,0.258,55.9887767,13.1100167,71.2,234,66.5,354.7,2.6,0.39,-1.04,-0.19,1
951.614,8,78.952,0.075,1,0.274,55.9887933,13.1100167,71.3,234,66.4,357.6,2.6,0.41,-1.07,-0.17,1
951.662,8,78.952,0.075,0,0.274,55.9887933,13.1100167,71.3,234,66.4,357.6,2.6,0.42,-1.08,-0.16,1
951.677,8,78.952,0.075,1,0.237,55.9888100,13.1100167,71.5,235,65.6,357.6,2.6,0.46,-1.09,-0.17,1
951.723,8,78.952,0.075,0,0.237,55.9888100,13.1100167,71.5,235,65.6,357.6,2.6,0.44,-1.09,-0.16,1
951.780,8,78.952,0.075,0,0.237,55.9888100,13.1100167,71.5,235,65.6,357.6,2.6,0.42,-1.08,-0.17,1
951.794,8,78.952,0.075,1,0.254,55.9888267,13.1100167,71.5,235,65.0,357.6,2.6,0.41,-1.07,-0.17,1
951.841,8,78.952,0.075,0,0.254,55.9888267,13.1100167,71.5,235,65.0,357.6,2.6,0.41,-1.08,-0.15,1
951.893,8,78.952,0.075,0,0.254,55.9888267,13.1100167,71.5,235,65.0,357.6,2.6,0.41,-1.07,-0.17,1
951.897,8,78.952,0.075,1,0.257,55.9888433,13.1100200,71.5,235,64.2,357.6,2.6,0.39,-1.07,-0.18,1
951.946,8,78.952,0.075,0,0.257,55.9888433,13.1100200,71.5,235,64.2,357.6,2.6,0.40,-1.09,-0.16,1
951.993,8,78.952,0.075,1,0.253,55.9888583,13.1100250,71.6,235,63.9,10.0,2.6,0.39,-1.08,-0.15,1
952.045,8,78.952,0.075,0,0.253,55.9888583,13.1100250,71.6,235,63.9,10.0,2.6,0.39,-1.07,-0.16,1
952.098,8,78.952,0.075,1,0.258,55.9888750,13.1100300,71.7,235,64.2,12.9,2.6,0.40,-1.08,-0.15,1
952.144,8,78.952,0.075,0,0.258,55.9888750,13.1100300,71.7,235,64.2,12.9,2.6,0.40,-1.08,-0.15,1
952.179,8,78.952,0.075,1,0.239,55.9888900,13.1100383,71.8,236,63.1,16.5,2.6,0.42,-1.11,-0.15,1
952.228,8,78.952,0.075,0,0.239,55.9888900,13.1100383,71.8,236,63.1,16.5,2.6,0.41,-1.11,-0.13,1
952.276,8,78.952,0.075,0,0.239,55.9888900,13.1100383,71.8,236,63.1,16.5,2.6,0.41,-1.12,-0.12,1
952.294,8,78.952,0.075,1,0.254,55.9889050,13.1100483,71.9,236,62.8,19.8,2.6,0.38,-1.11,-0.12,1
952.344,8,78.952,0.075,0,0.254,55.9889050,13.1100483,71.9,236,62.8,19.8,2.6,0.32,-1.11,-0.11,1
952.379,8,78.952,0.075,1,0.239,55.9889183,13.1100583,72.1,237,62.7,23.1,2.6,0.27,-1.10,-0.12,1
952.427,8,78.952,0.075,0,0.239,55.9889183,13.1100583,72.1,237,62.7,23.1,2.6,0.24,-1.09,-0.12,1
952.475,8,78.952,0.075,0,0.239,55.9889183,13.1100583,72.1,237,62.7,23.1,2.6,0.20,-1.08,-0.13,0
952.522,8,78.952,0.075,1,0.282,55.9889317,13.1100717,72.1,237,62.0,26.3,2.6,0.17,-1.10,-0.09,0
952.574,8,78.952,0.075,0,0.282,55.9889317,13.1100717,72.1,237,62.0,26.3,2.6,0.14,-1.11,-0.08,0
952.577,8,78.952,0.075,1,0.237,55.9889450,13.1100850,72.2,237,62.5,29.1,2.6,0.11,-1.09,-0.06,0
952.623,8,78.952,0.075,0,0.237,55.9889450,13.1100850,72.2,237,62.5,29.1,2.6,0.08,-1.07,-0.07,0
952.675,8,78.952,0.075,0,0.237,55.9889450,13.1100850,72.2,237,62.5,29.1,2.6,0.05,-1.06,-0.08,0
952.679,8,78.952,0.075,1,0.239,55.9889583,13.1101000,72.3,237,62.5,32.3,2.6,0.05,-1.04,-0.12,0
952.730,8,78.952,0.075,0,0.239,55.9889583,13.1101000,72.3,237,62.5,32.3,2.6,0.04,-1.04,-0.11,0
952.779,8,78.952,0.075,0,0.239,55.9889583,13.1101000,72.3,237,62.5,32.3,2.6,0.02,-1.04,-0.12,0
952.795,8,78.952,0.075,1,0.255,55.9889717,13.1101150,72.4,238,63.2,35.0,2.6,0.01,-1.02,-0.12,0
952.851,8,78.952,0.075,0,0.255,55.9889717,13.1101150,72.4,238,63.2,35.0,2.6,0.01,-1.01,-0.12,0
952.886,8,78.952,0.075,1,0.246,55.9889850,13.1101317,72.4,238,63.9,37.7,2.6,-0.01,-1.01,-0.14,0
952.935,8,78.952,0.075,0,0.246,55.9889850,13.1101317,72.4,238,63.9,37.7,2.6,-0.02,-1.00,-0.15,0
952.990,8,78.952,0.075,0,0.246,55.9889850,13.1101317,72.4,238,63.9,37.7,2.6,-0.00,-1.02,-0.14,0
952.998,8,78.883,0.006,1,0.258,55.9889967,13.1101500,72.4,238,63.9,40.6,2.6,-0.03,-1.00,-0.14,0
953.046,8,78.883,0.006,0,0.258,55.9889967,13.1101500,72.4,238,63.9,40.6,2.6,-0.03,-1.01,-0.14,0
953.087,8,78.883,0.006,1,0.247,55.9890083,13.1101700,72.4,238,65.3,42.9,2.6,-0.02,-1.02,-0.13,0
953.135,8,78.883,0.006,0,0.247,55.9890083,13.1101700,72.4,238,65.3,42.9,2.6,-0.00,-1.03,-0.13,0
953.176,8,78.883,0.006,1,0.236,55.9890183,13.1101900,72.4,238,66.2,45.5,2.6,-0.01,-1.01,-0.14,0
953.223,8,78.883,0.006,0,0.236,55.9890183,13.1101900,72.4,238,66.2,45.5,2.6,0.00,-1.05,-0.12,0
953.270,8,78.883,0.006,0,0.236,55.9890183,13.1101900,72.4,238,66.2,45.5,2.6,-0.00,-1.04,-0.14,0
953.288,8,78.883,0.006,1,0.248,55.9890283,13.1102117,72.5,238,66.3,48.3,2.6,-0.05,-1.01,-0.17,0
953.335,8,78.883,0.006,0,0.248,55.9890283,13.1102117,72.5,238,66.3,48.3,2.6,-0.04,-1.01,-0.15,0
953.379,8,78.883,0.006,1,0.239,55.9890383,13.1102350,72.5,238,67.3,51.0,2.6,-0.03,-1.02,-0.17,0
953.428,8,78.883,0.006,0,0.239,55.9890383,13.1102350,72.5,238,67.3,51.0,2.6,-0.03,-1.01,-0.18,0
953.482,8,78.883,0.006,0,0.239,55.9890383,13.1102350,72.5,238,67.3,51.0,2.6,-0.02,-1.02,-0.17,0
953.491,8,78.883,0.006,1,0.251,55.9890483,13.1102583,72.6,238,68.2,53.3,2.6,-0.05,-0.98,-0.18,0
953.541,8,78.883,0.006,0,0.251,55.9890483,13.1102583,72.6,238,68.2,53.3,2.6,-0.04,-0.99,-0.17,0
953.581,8,78.883,0.006,1,0.241,55.9890567,13.1102833,72.6,238,68.8,55.7,2.6,-0.02,-1.02,-0.15,0
953.630,8,78.883,0.006,0,0.241,55.9890567,13.1102833,72.6,238,68.8,55.7,2.6,-0.01,-1.04,-0.13,0
953.677,8,78.883,0.006,0,0.241,55.9890567,13.1102833,72.6,238,68.8,55.7,2.6,-0.01,-1.03,-0.15,0
953.698,8,78.883,0.006,1,0.258,55.9890650,13.1103100,72.6,238,69.3,58.5,2.6,-0.03,-1.00,-0.15,0
953.745,8,78.883,0.006,0,0.258,55.9890650,13.1103100,72.6,238,69.3,58.5,2.6,-0.03,-1.01,-0.14,0
953.782,8,78.883,0.006,1,0.242,55.9890733,13.1103367,72.6,238,69.8,60.8,2.6,-0.02,-1.03,-0.14,0
953.832,8,78.883,0.006,0,0.242,55.9890733,13.1103367,72.6,238,69.8,60.8,2.6,-0.01,-1.01,-0.14,0
953.880,8,78.883,0.006,0,0.242,55.9890733,13.1103367,72.6,238,69.8,60.8,2.6,-0.02,-1.00,-0.14,0
953.898,8,78.883,0.006,1,0.258,55.9890817,13.1103650,72.6,238,70.5,63.3,2.6,-0.01,-1.00,-0.14,0
953.946,8,78.883,0.006,0,0.258,55.9890817,13.1103650,72.6,238,70.5,63.3,2.6,-0.02,-0.99,-0.14,0
